GeneId,GeneSymbol,TaxId,LocusTag,State,Alias,Type,Description,SciBayStatus,HasStructure,AddDate,LastModified,IsInCluster,Description_tsv,IsInModelOrganism,IsExpValidated,HasPrediction,HasSpePrediction,HasHumanHomology,IsPurified,IsCloned
947393,gcvH,511145,b2904,-1,ECK2899|JW2872,protein-coding,glycine cleavage complex lipoylprotein,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'cleavag':2 'complex':3 'glycin':1 'lipoylprotein':4,1,0,1,0,1,0,0
947394,gcvP,511145,b2903,-1,ECK2898|JW2871,protein-coding,"glycine decarboxylase, PLP-dependent, subunit (protein P) of glycine cleavage complex",1,,2010-08-05,2012-07-10 12:12:34.764739,1,"'cleavag':11 'complex':12 'decarboxylas':2 'depend':5 'glycin':1,10 'p':8 'plp':4 'plp-depend':3 'protein':7 'subunit':6",1,0,1,0,1,0,0
946950,gcvR,511145,b2479,-1,ECK2475|JW2464|yffD,protein-coding,"DNA-binding transcriptional repressor, regulatory protein accessory to GcvA",1,,2010-08-05,2012-07-10 12:12:34.764739,1,'accessori':8 'bind':3 'dna':2 'dna-bind':1 'gcva':10 'protein':7 'regulatori':6 'repressor':5 'transcript':4,1,0,1,0,1,0,0
947390,gcvT,511145,b2905,-1,ECK2900|JW2873,protein-coding,"aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'aminomethyltransferas':1 'cleavag':10 'complex':11 'depend':4 'glycin':9 'protein':7 'subunit':5 'tetrahydrofol':3 'tetrahydrofolate-depend':2,1,0,1,0,1,0,0
946802,gdhA,511145,b1761,-1,ECK1759|JW1750,protein-coding,"glutamate dehydrogenase, NADP-specific",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'dehydrogenas':2 'glutam':1 'nadp':4 'nadp-specif':3 'specif':5,1,0,0,0,1,0,0
945029,gfcA,511145,b0987,-1,ECK0978|JW5133|ymcD,protein-coding,predicted protein,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'predict':1 'protein':2,1,0,0,0,0,1,0
949118,gfcB,511145,b0986,-1,ECK0977|JW0969|ymcC,protein-coding,predicted outer membrane lipoprotein,2,1,2010-08-05,2012-07-10 12:12:34.764739,1,'lipoprotein':4 'membran':3 'outer':2 'predict':1,1,0,0,0,0,1,1
944978,gfcC,511145,b0985,-1,ECK0976|JW0968|ymcB,protein-coding,conserved protein,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'conserv':1 'protein':2,1,0,0,0,0,1,1
945588,gfcD,511145,b0984,-1,ECK0975|JW0967|ymcA,protein-coding,conserved protein,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'conserv':1 'protein':2,1,0,1,0,0,0,1
945586,gfcE,511145,b0983,-1,ECK0974|JW0966|yccZ,protein-coding,"lipoprotein required for formation of the O-antigen capsule, predicted exopolysaccharide export protein",2,,2010-08-05,2012-07-10 12:12:34.764739,1,'antigen':9 'capsul':10 'exopolysaccharid':12 'export':13 'format':4 'lipoprotein':1 'o':8 'o-antigen':7 'predict':11 'protein':14 'requir':2,1,0,1,0,1,0,0
947947,ggt,511145,b3447,-1,ECK3431|JW3412,protein-coding,gamma-glutamyltranspeptidase,2,1,2010-08-05,2012-07-10 12:12:34.764739,1,'gamma':2 'gamma-glutamyltranspeptidas':1 'glutamyltranspeptidas':3,1,0,0,0,1,0,1
946431,ghrA,511145,b1033,-1,ECK1019|JW5146|ycdW,protein-coding,glyoxylate/hydroxypyruvate reductase A,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'glyoxylate/hydroxypyruvate':1 'reductas':2,1,0,0,0,1,0,0
948074,ghrB,511145,b3553,-1,ECK3540|JW5656|tkrA|yiaE,protein-coding,glyoxylate/hydroxypyruvate reductase B,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'b':3 'glyoxylate/hydroxypyruvate':1 'reductas':2,1,0,0,0,1,1,1
947259,glcA,511145,b2975,-1,ECK2969|JW2942|yghK,protein-coding,glycolate transporter,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'glycol':1 'transport':2,1,0,0,0,0,1,1
948857,glcB,511145,b2976,-1,ECK2970|JW2943|glc,protein-coding,malate synthase G,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'g':3 'malat':1 'synthas':2,1,0,1,0,0,0,0
947466,glcC,511145,b2980,-1,ECK2975|JW2947|yghN,protein-coding,"DNA-binding transcriptional dual regulator, glycolate-binding",2,,2010-08-05,2012-07-10 12:12:34.764739,1,"'bind':3,9 'dna':2 'dna-bind':1 'dual':5 'glycol':8 'glycolate-bind':7 'regul':6 'transcript':4",1,0,0,0,0,0,1
947353,glcD,511145,b2979,-1,ECK2974|JW2946|gox|yghM,protein-coding,"glycolate oxidase subunit, FAD-linked",1,,2010-08-05,2012-07-10 12:12:34.764739,1,'fad':5 'fad-link':4 'glycol':1 'link':6 'oxidas':2 'subunit':3,1,0,1,0,1,0,1
2847718,glcE,511145,b4468,-1,ECK2973|JW5487|b2978|gox|yghL,protein-coding,glycolate oxidase FAD binding subunit,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'bind':4 'fad':3 'glycol':1 'oxidas':2 'subunit':5,1,0,0,0,1,0,1
2847717,glcF,511145,b4467,-1,ECK2972|JW5486|b2978|gox|yghL,protein-coding,glycolate oxidase iron-sulfur subunit,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'glycol':1 'iron':4 'iron-sulfur':3 'oxidas':2 'subunit':6 'sulfur':5,1,0,1,0,0,0,1
947473,glcG,511145,b2977,-1,ECK2971|JW2944|yghC,protein-coding,conserved protein,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'conserv':1 'protein':2,1,0,1,0,0,0,1
948440,gldA,511145,b3945,-1,ECK3937|JW5556,protein-coding,"glycerol dehydrogenase, NAD",1,,2010-08-05,2012-07-10 12:12:34.764739,1,'dehydrogenas':2 'glycerol':1 'nad':3,1,0,1,0,1,1,1
945235,glf,511145,b2036,-1,ECK2030|JW2021|yefE,protein-coding,"UDP-galactopyranose mutase, FAD/NAD(P)-binding",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'bind':7 'fad/nad':5 'galactopyranos':3 'mutas':4 'p':6 'udp':2 'udp-galactopyranos':1,1,0,0,0,1,0,1
947932,glgA,511145,b3429,-1,ECK3415|JW3392,protein-coding,glycogen synthase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'glycogen':1 'synthas':2,1,0,1,0,1,0,0
947940,glgB,511145,b3432,-1,ECK3418|JW3395,protein-coding,"1,4-alpha-glucan branching enzyme",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'1':1 '4':2 'alpha':4 'alpha-glucan':3 'branch':6 'enzym':7 'glucan':5,1,0,1,0,1,0,0
947942,glgC,511145,b3430,-1,ECK3416|JW3393,protein-coding,glucose-1-phosphate adenylyltransferase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'-1':2 'adenylyltransferas':4 'glucos':1 'phosphat':3,1,0,1,0,1,0,0
947931,glgP,511145,b3428,-1,ECK3414|JW3391|glgY,protein-coding,glycogen phosphorylase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'glycogen':1 'phosphorylas':2,1,0,1,0,1,0,0
947533,glgS,511145,b3049,-1,ECK3038|JW3021,protein-coding,predicted glycogen synthesis protein,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'glycogen':2 'predict':1 'protein':4 'synthesi':3,1,0,0,0,0,0,0
947941,glgX,511145,b3431,-1,ECK3417|JW3394,protein-coding,glycogen debranching enzyme,2,1,2010-08-05,2012-07-10 12:12:34.764739,1,'debranch':2 'enzym':3 'glycogen':1,1,0,1,0,1,0,0
946858,glk,511145,b2388,-1,ECK2384|JW2385,protein-coding,glucokinase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'glucokinas':1,1,0,1,0,0,0,0
947692,glmM,511145,b3176,-1,ECK3165|JW3143|mrsA|yhbF,protein-coding,phosphoglucosamine mutase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'mutas':2 'phosphoglucosamin':1,1,0,1,0,1,0,0
948241,glmS,511145,b3729,-1,ECK3722|JW3707,protein-coding,L-glutamine:D-fructose-6-phosphate aminotransferase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'6':7 'aminotransferas':9 'd':5 'd-fructos':4 'fructos':6 'glutamin':3 'l':2 'l-glutamin':1 'phosphat':8,1,0,0,0,1,0,0
948246,glmU,511145,b3730,-1,ECK3723|JW3708|tms|yieA,protein-coding,fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,"'-1':6 'acetyl':4,9 'fuse':1 'glucosamin':5 'n':3 'n-acetyl':2 'phosphat':7 'transferas':10 'uridyltransferase/glucosamine-1-phosphate':8",1,0,1,0,1,0,0
948370,glnA,511145,b3870,-1,ECK3863|JW3841,protein-coding,glutamine synthetase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'glutamin':1 'synthetas':2,1,0,1,0,1,0,0
947016,glnB,511145,b2553,-1,ECK2550|JW2537,protein-coding,regulatory protein P-II for glutamine synthetase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'glutamin':7 'ii':5 'p':4 'p-ii':3 'protein':2 'regulatori':1 'synthetas':8,1,0,0,0,0,0,0
944863,glnD,511145,b0167,-1,ECK0165|JW0162,protein-coding,uridylyltransferase,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'uridylyltransferas':1,1,0,1,0,1,1,1
947552,glnE,511145,b3053,-1,ECK3043|JW3025,protein-coding,fused deadenylyltransferase/adenylyltransferase for glutamine synthetase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'deadenylyltransferase/adenylyltransferase':2 'fuse':1 'glutamin':4 'synthetas':5,1,0,1,0,0,1,1
948361,glnG,511145,b3868,-1,ECK3861|JW3839|glnT|ntrC,protein-coding,fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator/sigma54 interaction protein,2,,2010-08-05,2012-07-10 12:12:34.764739,1,"'bind':4 'compon':10 'dna':3 'dna-bind':2 'fuse':1 'glnl':14 'interact':17 'protein':18 'regul':6 'regulator/sigma54':16 'regulatori':11 'respons':5,15 'system':12 'two':9 'two-compon':8",1,0,1,0,1,0,0
944872,glnH,511145,b0811,-1,ECK0800|JW0796,protein-coding,glutamine transporter subunit,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'glutamin':1 'subunit':3 'transport':2,1,0,1,0,1,0,0
945087,glnK,511145,b0450,-1,ECK0444|JW0440|ybaI,protein-coding,"nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB",2,1,2010-08-05,2012-07-10 12:12:34.764739,1,'amtb':9 'assimil':2 'glne':7 'glnl':6 'nitrogen':1 'protein':4 'regulatori':3,1,0,1,0,0,0,0
948360,glnL,511145,b3869,-1,ECK3862|JW3840|glnR|ntrB,protein-coding,sensory histidine kinase in two-component regulatory system with GlnG,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'compon':7 'glng':11 'histidin':2 'kinas':3 'regulatori':8 'sensori':1 'system':9 'two':6 'two-compon':5,1,0,1,0,1,0,0
945621,glnP,511145,b0810,-1,ECK0799|JW0795,protein-coding,glutamine transporter subunit,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'glutamin':1 'subunit':3 'transport':2,1,0,1,0,0,0,0
945435,glnQ,511145,b0809,-1,ECK0798|JW0794,protein-coding,glutamine transporter subunit,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'glutamin':1 'subunit':3 'transport':2,1,0,1,0,1,0,0
945310,glnS,511145,b0680,-1,ECK0668|JW0666,protein-coding,glutamyl-tRNA synthetase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'glutamyl':2 'glutamyl-trna':1 'synthetas':4 'trna':3,1,0,1,0,1,0,0
946161,gloA,511145,b1651,-1,ECK1647|JW1643,protein-coding,"glyoxalase I, Ni-dependent",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'depend':5 'glyoxalas':1 'ni':4 'ni-depend':3,1,0,1,0,1,0,0
944902,gloB,511145,b0212,-1,ECK0212|JW0202|yafR,protein-coding,hydroxyacylglutathione hydrolase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'hydrolas':2 'hydroxyacylglutathion':1,1,0,1,0,1,0,0
946713,glpA,511145,b2241,-1,ECK2233|JW2235,protein-coding,"sn-glycerol-3-phosphate dehydrogenase (anaerobic), large subunit, FAD/NAD(P)-binding",1,,2010-08-05,2012-07-10 12:12:34.764739,1,'3':4 'anaerob':7 'bind':12 'dehydrogenas':6 'fad/nad':10 'glycerol':3 'larg':8 'p':11 'phosphat':5 'sn':2 'sn-glycerol':1 'subunit':9,1,0,1,0,1,0,0
946733,glpB,511145,b2242,-1,ECK2234|JW2236|psi-51,protein-coding,"sn-glycerol-3-phosphate dehydrogenase (anaerobic), membrane anchor subunit",0,,2010-08-05,2012-07-10 12:12:34.764739,1,'3':4 'anaerob':7 'anchor':9 'dehydrogenas':6 'glycerol':3 'membran':8 'phosphat':5 'sn':2 'sn-glycerol':1 'subunit':10,1,0,1,0,1,1,1
946735,glpC,511145,b2243,-1,ECK2235|JW2237,protein-coding,"sn-glycerol-3-phosphate dehydrogenase (anaerobic), small subunit",1,,2010-08-05,2012-07-10 12:12:34.764739,1,'3':4 'anaerob':7 'dehydrogenas':6 'glycerol':3 'phosphat':5 'small':8 'sn':2 'sn-glycerol':1 'subunit':9,1,0,1,0,0,1,1
947934,glpD,511145,b3426,-1,ECK3412|JW3389|glyD,protein-coding,"sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding",0,1,2010-08-05,2012-07-10 12:12:34.764739,1,'3':4 'aerob':7 'bind':10 'dehydrogenas':6 'fad/nad':8 'glycerol':3 'p':9 'phosphat':5 'sn':2 'sn-glycerol':1,1,0,0,0,1,0,1
947935,glpE,511145,b3425,-1,ECK3411|JW3388,protein-coding,thiosulfate:cyanide sulfurtransferase (rhodanese),1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'cyanid':2 'rhodanes':4 'sulfurtransferas':3 'thiosulf':1,1,0,1,0,1,0,0
948422,glpF,511145,b3927,-1,ECK3919|JW3898,protein-coding,glycerol facilitator,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'facilit':2 'glycerol':1,1,0,1,0,1,1,1
947936,glpG,511145,b3424,-1,ECK3410|JW5687,protein-coding,rhomboid intramembrane serine protease,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'intramembran':2 'proteas':4 'rhomboid':1 'serin':3,1,0,1,0,1,0,0
948423,glpK,511145,b3926,-1,ECK3918|JW3897,protein-coding,glycerol kinase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'glycerol':1 'kinas':2,1,0,1,0,1,0,0
946725,glpQ,511145,b2239,-1,ECK2231|JW2233,protein-coding,periplasmic glycerophosphodiester phosphodiesterase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'glycerophosphodiest':2 'periplasm':1 'phosphodiesteras':3,1,0,1,0,1,1,1
947926,glpR,511145,b3423,-1,ECK3409|JW3386,protein-coding,DNA-binding transcriptional repressor,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'bind':3 'dna':2 'dna-bind':1 'repressor':5 'transcript':4,1,0,1,0,0,0,0
946704,glpT,511145,b2240,-1,ECK2232|JW2234,protein-coding,sn-glycerol-3-phosphate transporter,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'3':4 'glycerol':3 'phosphat':5 'sn':2 'sn-glycerol':1 'transport':6,1,0,1,0,1,1,1
948424,glpX,511145,b3925,-1,ECK3917|JW3896,protein-coding,"fructose 1,6-bisphosphatase II",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'1':2 '6':3 'bisphosphatas':4 'fructos':1 'ii':5,1,0,1,0,0,0,0
947013,glrK,511145,b2556,-1,ECK2553|JW5407|qseE|yfhK|yfhZ,protein-coding,Sensor protein kinase regulating glmY sRNA in two-component system with response regulator GlrR,1,,2010-08-05,2012-07-10 12:12:34.764739,1,"'compon':10 'glmi':5 'glrr':15 'kinas':3 'protein':2 'regul':4,14 'respons':13 'sensor':1 'srna':6 'system':11 'two':9 'two-compon':8",1,0,1,0,1,0,1
947042,glrR,511145,b2554,-1,ECK2551|JW2538|qseF|yfhA,protein-coding,Response regulator regulating glmY sRNA in two-component system with sensor protein GlrK,1,,2010-08-05,2012-07-10 12:12:34.764739,1,"'compon':9 'glmi':4 'glrk':14 'protein':13 'regul':2,3 'respons':1 'sensor':12 'srna':5 'system':10 'two':8 'two-compon':7",1,0,1,0,1,0,1
945323,gltA,511145,b0720,-1,ECK0709|JW0710|gluT|icdB,protein-coding,citrate synthase,2,1,2010-08-05,2012-07-10 12:12:34.764739,1,'citrat':1 'synthas':2,1,0,0,0,1,0,0
947724,gltB,511145,b3212,-1,ECK3202|JW3179|aspB|ossB|psiQ,protein-coding,"glutamate synthase, large subunit",2,,2010-08-05,2012-07-10 12:12:34.764739,1,'glutam':1 'larg':3 'subunit':4 'synthas':2,1,0,1,0,1,0,0
947723,gltD,511145,b3213,-1,ECK3203|JW3180|aspB|ossB|psiQ,protein-coding,"glutamate synthase, 4Fe-4S protein, small subunit",1,,2010-08-05,2012-07-10 12:12:34.764739,1,'4fe':4 '4fe-4s':3 '4s':5 'glutam':1 'protein':6 'small':7 'subunit':8 'synthas':2,1,0,1,0,1,0,0
947746,gltF,511145,b3214,-1,ECK3204|JW3181|ossB,protein-coding,periplasmic protein,3,,2010-08-05,2012-07-10 12:12:34.764739,1,'periplasm':1 'protein':2,1,0,0,0,0,1,1
946938,gltI,511145,b0655,-1,ECK0648|JW5092|ybeJ|yzzK,protein-coding,glutamate and aspartate transporter subunit,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'aspart':3 'glutam':1 'subunit':5 'transport':4,1,0,1,0,1,0,0
945443,gltJ,511145,b0654,-1,ECK0647|JW0649,protein-coding,glutamate and aspartate transporter subunit,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'aspart':3 'glutam':1 'subunit':5 'transport':4,1,0,1,0,0,1,0
947354,gltK,511145,b0653,-1,ECK0646|JW0648,protein-coding,glutamate and aspartate transporter subunit,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'aspart':3 'glutam':1 'subunit':5 'transport':4,1,0,1,0,0,1,0
945254,gltL,511145,b0652,-1,ECK0645|JW0647,protein-coding,glutamate and aspartate transporter subunit,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'aspart':3 'glutam':1 'subunit':5 'transport':4,1,0,1,0,1,0,0
948591,gltP,511145,b4077,-1,ECK4070|JW4038,protein-coding,glutamate/aspartate:proton symporter,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'glutamate/aspartate':1 'proton':2 'symport':3,1,0,0,0,1,1,0
948166,gltS,511145,b3653,-1,ECK3643|JW3628|gltC,protein-coding,glutamate transporter,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'glutam':1 'transport':2,1,0,1,0,0,0,0
946906,gltX,511145,b2400,-1,ECK2394|JW2395,protein-coding,glutamyl-tRNA synthetase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'glutamyl':2 'glutamyl-trna':1 'synthetas':4 'trna':3,1,0,0,0,1,0,0
945129,glxK,511145,b0514,-1,ECK0507|JW0502|glxB5|ybbZ,protein-coding,glycerate kinase II,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'glycer':1 'ii':3 'kinas':2,1,0,0,0,0,0,1
945146,glxR,511145,b0509,-1,ECK0502|JW0497|glxB1|ybbQ,protein-coding,"tartronate semialdehyde reductase, NADH-dependent",1,,2010-08-05,2012-07-10 12:12:34.764739,1,'depend':6 'nadh':5 'nadh-depend':4 'reductas':3 'semialdehyd':2 'tartron':1,1,0,1,0,1,0,0
947022,glyA,511145,b2551,-1,ECK2548|JW2535,protein-coding,serine hydroxymethyltransferase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'hydroxymethyltransferas':2 'serin':1,1,0,0,0,1,0,0
948079,glyQ,511145,b3560,-1,ECK3548|JW3531|cfcA|glyS,protein-coding,"glycine tRNA synthetase, alpha subunit",2,,2010-08-05,2012-07-10 12:12:34.764739,1,'alpha':4 'glycin':1 'subunit':5 'synthetas':3 'trna':2,1,0,1,0,0,1,1
948080,glyS,511145,b3559,-1,ECK3547|JW3530|gly-act,protein-coding,"glycine tRNA synthetase, beta subunit",1,,2010-08-05,2012-07-10 12:12:34.764739,1,'beta':4 'glycin':1 'subunit':5 'synthetas':3 'trna':2,1,0,1,0,1,1,1
946562,gmd,511145,b2053,-1,ECK2047|JW2038|yefA|yefN,protein-coding,"GDP-D-mannose dehydratase, NAD(P)-binding",2,1,2010-08-05,2012-07-10 12:12:34.764739,1,'bind':8 'd':3 'dehydratas':5 'gdp':2 'gdp-d-mannos':1 'mannos':4 'nad':6 'p':7,1,0,1,0,1,0,0
944879,gmhB,511145,b0200,-1,ECK0200|JW0196|gmbC|gmbX|wcbN|yaeD,protein-coding,"D,D-heptose 1,7-bisphosphate phosphatase",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,"'1':5 '7':6 'bisphosph':7 'd':1,3 'd-heptos':2 'heptos':4 'phosphatas':8",1,0,1,0,0,0,0
948163,gmk,511145,b3648,-1,ECK3638|JW3623|spoR,protein-coding,guanylate kinase,0,1,2010-08-05,2012-07-10 12:12:34.764739,1,'guanyl':1 'kinas':2,1,0,1,0,1,0,0
946559,gmm,511145,b2051,-1,ECK2045|JW5335|nudD|wcaH|yefC,protein-coding,GDP-mannose mannosyl hydrolase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'gdp':2 'gdp-mannos':1 'hydrolas':5 'mannos':3 'mannosyl':4,1,0,1,0,1,1,1
945868,gmr,511145,b1285,-1,ECK1280|JW1278|yciR,protein-coding,cyclic-di-GMP phosphodiesterase; csgD regulator; modulator of Rnase II stability,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'csgd':6 'cyclic':2 'cyclic-di-gmp':1 'di':3 'gmp':4 'ii':11 'modul':8 'phosphodiesteras':5 'regul':7 'rnase':10 'stabil':12,1,0,1,0,1,0,1
946554,gnd,511145,b2029,-1,ECK2024|JW2011,protein-coding,"6-phosphogluconate dehydrogenase, decarboxylating",0,1,2010-08-05,2012-07-10 12:12:34.764739,1,'6':1 'decarboxyl':4 'dehydrogenas':3 'phosphoglucon':2,1,0,0,0,1,0,1
1450249,gnsA,511145,b4517,-1,ECK0982|JW0976|sfa|yccL,protein-coding,Multicopy suppressor of secG(Cs) and fabA6(Ts); predicted regulator of phosphatidylethanolamine synthesis,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'cs':5 'faba6':7 'multicopi':1 'phosphatidylethanolamin':12 'predict':9 'regul':10 'secg':4 'suppressor':2 'synthesi':13 'ts':8,1,0,0,0,0,1,1
946054,gnsB,511145,b1550,-1,ECK1544|JW5253|ydfY,protein-coding,Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts),2,,2010-08-05,2012-07-10 12:12:34.764739,1,'cs':7 'faba6':9 'multicopi':3 'prophag':2 'qin':1 'secg':6 'suppressor':4 'ts':10,1,0,0,0,0,0,0
947937,gntK,511145,b3437,-1,ECK3422|JW3400,protein-coding,gluconate kinase 2,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'2':3 'glucon':1 'kinas':2,1,0,0,0,1,0,0
948848,gntP,511145,b4321,-1,ECK4312|JW4284|yjiB,protein-coding,fructuronate transporter,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'fructuron':1 'transport':2,1,0,0,0,0,1,1
947946,gntR,511145,b3438,-1,ECK3423|JW5946,protein-coding,DNA-binding transcriptional repressor,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'bind':3 'dna':2 'dna-bind':1 'repressor':5 'transcript':4,1,0,1,0,0,0,1
947924,gntT,511145,b3415,-1,ECK3402|JW5690|gntM|gntTalpha|usgA|yhgC,protein-coding,"gluconate transporter, high-affinity GNT I system",1,,2010-08-05,2012-07-10 12:12:34.764739,1,'affin':5 'glucon':1 'gnt':6 'high':4 'high-affin':3 'system':8 'transport':2,1,0,0,0,0,1,1
2847760,gntU,511145,b4476,-1,ECK3421|JW5686|b3435|b3436,protein-coding,"gluconate transporter, low affinity GNT 1 system",1,,2010-08-05,2012-07-10 12:12:34.764739,1,'1':6 'affin':4 'glucon':1 'gnt':5 'low':3 'system':7 'transport':2,1,0,0,0,0,1,1
947915,gntX,511145,b3413,-1,ECK3400|JW5691|yhgH,protein-coding,protein required for the utilization of DNA as a carbon source,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'carbon':10 'dna':7 'protein':1 'requir':2 'sourc':11 'util':5,1,0,1,0,1,0,0
948014,gor,511145,b3500,-1,ECK3485|JW3467|gorA,protein-coding,glutathione oxidoreductase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'glutathion':1 'oxidoreductas':2,1,0,1,0,1,0,0
947895,gph,511145,b3385,-1,ECK3372|JW3348|yhfE,protein-coding,phosphoglycolate phosphatase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'phosphatas':2 'phosphoglycol':1,1,0,1,0,1,0,0
945068,gpmA,511145,b0755,-1,ECK0744|JW0738|gpm,protein-coding,phosphoglyceromutase 1,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'1':2 'phosphoglyceromutas':1,1,0,0,0,1,0,0
948130,gpmM,511145,b3612,-1,ECK3602|JW3587|gpmC|gpmI|pgmI|yibO,protein-coding,"phosphoglycero mutase III, cofactor-independent",1,,2010-08-05,2012-07-10 12:12:34.764739,1,'cofactor':5 'cofactor-independ':4 'iii':3 'independ':6 'mutas':2 'phosphoglycero':1,1,0,0,0,0,1,1
948291,gpp,511145,b3779,-1,ECK3771|JW5603|gppA,protein-coding,guanosine pentaphosphatase/exopolyphosphatase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'guanosin':1 'pentaphosphatase/exopolyphosphatase':2,1,0,1,0,0,1,1
947480,gpr,511145,b3001,-1,ECK2995|JW2970|mgrA|yghZ,protein-coding,L-glyceraldehyde 3-phosphate reductase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'3':4 'glyceraldehyd':3 'l':2 'l-glyceraldehyd':1 'phosphat':5 'reductas':6,1,0,0,0,1,1,1
948125,gpsA,511145,b3608,-1,ECK3598|JW3583,protein-coding,glycerol-3-phosphate dehydrogenase (NAD+),2,,2010-08-05,2012-07-10 12:12:34.764739,1,'-3':2 'dehydrogenas':4 'glycerol':1 'nad':5 'phosphat':3,1,0,1,0,1,0,0
944817,gpt,511145,b0238,-1,ECK0239|JW0228|gpp|gxu,protein-coding,guanine-hypoxanthine phosphoribosyltransferase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'guanin':2 'guanine-hypoxanthin':1 'hypoxanthin':3 'phosphoribosyltransferas':4,1,0,1,0,1,0,0
947696,greA,511145,b3181,-1,ECK3170|JW3148,protein-coding,transcript cleavage factor,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'cleavag':2 'factor':3 'transcript':1,1,0,1,0,0,0,0
2847706,greB,511145,b3406,-1,ECK3393|JW3369,protein-coding,transcript cleavage factor,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'cleavag':2 'factor':3 'transcript':1,1,0,0,0,0,0,0
948665,groL,511145,b4143,-1,ECK4137|JW4103|groEL|mopA,protein-coding,"Cpn60 chaperonin GroEL, large subunit of GroESL",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'chaperonin':2 'cpn60':1 'groel':3 'groesl':7 'larg':4 'subunit':5,1,0,0,0,1,0,0
