locus_id	primary_name	category
b0978	appC, cbdA	well-annotated
b0979	appB, cbdB	well-annotated
b0980	appA	well-annotated
b0981	etk	well-annotated
b0982	etp	well-annotated
b0983	gfcE	y-ome
b0984	gfcD	y-ome
b0985	gfcC	y-ome
b0986	gfcB	y-ome
b0987	gfcA	y-ome
b0988	insB-4, insB4, insB1	well-annotated
b0989	cspH	y-ome
b0990	cspG	y-ome
b0991	ymcE	y-ome
b0992	yccM	y-ome
b0993	torS	well-annotated
b0994	torT	well-annotated
b0995	torR	well-annotated
b0996	torC	well-annotated
b0997	torA	well-annotated
b0998	torD	well-annotated
b0999	cbpM	well-annotated
b1000	cbpA	well-annotated
b1001	yccE	y-ome
b1002	agp	well-annotated
b1003	yccJ	y-ome
b1004	wrbA	well-annotated
b1005	ycdF	excluded
b1006	rutG	well-annotated
b1007	rutF	well-annotated
b1008	rutE	y-ome
b1009	rutD	y-ome
b1010	rutC	y-ome
b1011	rutB	well-annotated
b1012	rutA	well-annotated
b1013	rutR	well-annotated
b1014	putA	well-annotated
b1015	putP	well-annotated
b1016	efeU_1	excluded
b1017	efeU_2	excluded
b1018	efeO	well-annotated
b1019	efeB	well-annotated
b1020	phoH	y-ome
b1021	pgaD	well-annotated
b1022	pgaC	well-annotated
b1023	pgaB	well-annotated
b1024	pgaA	well-annotated
b1025	dgcT, ycdT	well-annotated
b1026	insF-4, insF4, insF1	well-annotated
b1027	insE-4, insE4, insE1	well-annotated
b1028	ymdE, ymdE'	excluded
b1029	ycdU	y-ome
b1032	serX	well-annotated
b1033	ghrA	well-annotated
b1034	ycdX	y-ome
b1035	ycdY	well-annotated
b1036	ycdZ	y-ome
b1037	csgG	well-annotated
b1038	csgF	well-annotated
b1039	csgE	well-annotated
b1040	csgD	well-annotated
b1041	csgB	well-annotated
b1042	csgA	well-annotated
b1043	csgC	y-ome
b1044	ymdA	y-ome
b1045	ymdB	well-annotated
b1046	clsC	well-annotated
b1047	opgC, mdoC	well-annotated
b1048	opgG, mdoG	well-annotated
b1049	opgH, mdoH	well-annotated
b1050	yceK	y-ome
b1051	msyB	y-ome
b1052		excluded
b1053	mdtG	well-annotated
b1054	lpxL	well-annotated
b1055	yceA	y-ome
b1056	yceI	y-ome
b1057	yceJ	y-ome
b1058	yceO	y-ome
b1059	solA	well-annotated
b1060	bssS	y-ome
b1061	dinI	y-ome
b1062	pyrC	well-annotated
b1063	yceB	y-ome
b1064	grxB	well-annotated
b1065	mdtH	well-annotated
b1066	rimJ	well-annotated
b1067	yceH	y-ome
b1068	yceM	y-ome
b1069	murJ	well-annotated
b1070	flgN	y-ome
b1071	flgM	well-annotated
b1072	flgA	y-ome
b1073	flgB	well-annotated
b1074	flgC	well-annotated
b1075	flgD	y-ome
b1076	flgE	well-annotated
b1077	flgF	well-annotated
b1078	flgG	well-annotated
b1079	flgH	well-annotated
b1080	flgI	well-annotated
b1081	flgJ	y-ome
b1082	flgK	well-annotated
b1083	flgL	well-annotated
b1084	rne	well-annotated
b1085	yceQ	y-ome
b1086	rluC	well-annotated
b1087	yceF	well-annotated
b1088	yceD	y-ome
b1089	rpmF	well-annotated
b1090	plsX	y-ome
b1091	fabH	well-annotated
b1092	fabD	well-annotated
b1093	fabG	well-annotated
b1094	acpP	well-annotated
b1095	fabF	well-annotated
b1096	pabC	well-annotated
b1097	mltG, yceG	well-annotated
b1098	tmk	well-annotated
b1099	holB	well-annotated
b1100	ycfH	y-ome
b1101	ptsG	well-annotated
b1102	fhuE	well-annotated
b1103	hinT	well-annotated
b1104	ycfL	y-ome
b1105	lpoB	well-annotated
b1106	thiK	well-annotated
b1107	nagZ	well-annotated
b1108	ycfP	y-ome
b1109	ndh	well-annotated
b1110	ycfJ	y-ome
b1111	comR, ycfQ	well-annotated
b1112	bhsA	well-annotated
b1113	ldtC, ycfS	well-annotated
b1114	mfd	well-annotated
b1115	ycfT	y-ome
b1116	lolC	well-annotated
b1117	lolD	well-annotated
b1118	lolE	well-annotated
b1119	nagK	well-annotated
b1120	cobB	well-annotated
b1121	ycfZ	y-ome
b1122	ymfA	y-ome
b1123	potD	well-annotated
b1124	potC	well-annotated
b1125	potB	well-annotated
b1126	potA	well-annotated
b1127	pepT	well-annotated
b1128	roxA	well-annotated
b1129	phoQ	well-annotated
b1130	phoP	well-annotated
b1131	purB	well-annotated
b1132	hflD	well-annotated
b1133	mnmA	well-annotated
b1134	nudJ	well-annotated
b1135	rluE	well-annotated
b1136	icd	well-annotated
b1137	ymfD	y-ome
b1138	ymfE	y-ome
b1139	lit	well-annotated
b1140	intE	y-ome
b1141	xisE	y-ome
b1142	ymfH	y-ome
b1143	ymfI	y-ome
b1144	ymfJ	y-ome
b1145	ymfK, cohE	y-ome
b1146	ymfT, croE	y-ome
b1147	ymfL	y-ome
b1148	ymfM	y-ome
b1149	ymfN	y-ome
b1150	ymfR	y-ome
b1151	beeE, beeE'	excluded
b1152	jayE, jayE'	excluded
b1153	ymfQ	y-ome
b1154	ycfK, stfP	y-ome
b1155	tfaP, ymfS	y-ome
b1156	tfaE	y-ome
b1157	stfE, stfE'	excluded
b1158	pinE	well-annotated
b1159	mcrA	well-annotated
b1160	iraM	well-annotated
b1161	ycgX	y-ome
b1162	bluR	well-annotated
b1163	bluF	well-annotated
b1164	ycgZ	y-ome
b1165	ymgA	y-ome
b1166	ariR	y-ome
b1167	ymgC	y-ome
b1168	pdeG, ycgG	y-ome
b1169	ycgH_1	excluded
b1170	ycgH_2	excluded
b1171	ymgD	y-ome
b1172	ymgG	y-ome
b1173	ycgI	y-ome
b1174	minE	well-annotated
b1175	minD	well-annotated
b1176	minC	well-annotated
b1177	ycgJ	y-ome
b1178	pliG	well-annotated
b1179	ycgL	y-ome
b1180	ycgM	y-ome
b1181	ycgN	y-ome
b1182	hlyE	well-annotated
b1183	umuD	well-annotated
b1184	umuC	well-annotated
b1185	dsbB	well-annotated
b1186	nhaB	well-annotated
b1187	fadR	well-annotated
b1188	ycgB	y-ome
b1189	dadA	well-annotated
b1190	dadX	well-annotated
b1191	cvrA	y-ome
b1192	ldcA	well-annotated
b1193	emtA	well-annotated
b1194	ycgR	well-annotated
b1195	ymgE	y-ome
b1196	ycgY	y-ome
b1197	treA	well-annotated
b1198	dhaM	well-annotated
b1199	dhaL	well-annotated
b1200	dhaK	well-annotated
b1201	dhaR	well-annotated
b1202	ycgV	y-ome
b1203	ychF	well-annotated
b1204	pth	well-annotated
b1205	ychH	y-ome
b1206	dauA	well-annotated
b1207	prs	well-annotated
b1208	ispE	well-annotated
b1209	lolB	well-annotated
b1210	hemA	well-annotated
b1211	prfA	well-annotated
b1212	prmC	well-annotated
b1213	ychQ	y-ome
b1214	ychA	y-ome
b1215	kdsA	well-annotated
b1216	chaA	well-annotated
b1217	chaB	y-ome
b1218	chaC	well-annotated
b1219	ychN	y-ome
b1220	ychO	y-ome
b1221	narL	well-annotated
b1222	narX	well-annotated
b1223	narK	well-annotated
b1224	narG	well-annotated
b1225	narH	well-annotated
b1226	narJ	well-annotated
b1227	narI	well-annotated
b1228	ychS	y-ome
b1229	tpr	y-ome
b1230	tyrV	well-annotated
b1231	tyrT	well-annotated
b1232	purU	well-annotated
b1233	ychJ	y-ome
b1234	rssA	y-ome
b1235	rssB	well-annotated
b1236	galU	well-annotated
b1237	hns	well-annotated
b1238	tdk	well-annotated
b1239	ychG_2	excluded
b1240	ychG_1	excluded
b1241	adhE	well-annotated
b1242	ychE	y-ome
b1243	oppA	well-annotated
b1244	oppB	well-annotated
b1245	oppC	well-annotated
b1246	oppD	well-annotated
b1247	oppF	well-annotated
b1248	yciU	y-ome
b1249	clsA	well-annotated
b1250	kch	well-annotated
b1251	yciI	y-ome
b1252	tonB	well-annotated
b1253	yciA	well-annotated
b1254	yciB	y-ome
b1255	yciC	y-ome
b1256	ompW	y-ome
b1257	yciE	y-ome
b1258	yciF	y-ome
b1259	yciG	y-ome
b1260	trpA	well-annotated
b1261	trpB	well-annotated
b1262	trpC	well-annotated
b1263	trpD, trpGD	well-annotated
b1264	trpE	well-annotated
b1265	trpL	well-annotated
b1266	yciV	well-annotated
b1267	yciO	y-ome
b1268	yciQ	y-ome
b1269	rluB	well-annotated
b1270	btuR	well-annotated
b1271	yciK	y-ome
b1272	sohB	y-ome
b1273	yciN	y-ome
b1274	topA	well-annotated
b1275	cysB	well-annotated
b1276	acnA	well-annotated
b1277	ribA	well-annotated
b1278	pgpB	well-annotated
b1279	lapA, yciS	well-annotated
b1280	lapB, yciM	well-annotated
b1281	pyrF	well-annotated
b1282	yciH	y-ome
b1283	osmB	y-ome
b1284	yciT	y-ome
b1285	pdeR, gmr	well-annotated
b1286	rnb	well-annotated
b1287	yciW	y-ome
b1288	fabI	well-annotated
b1289	ycjD	y-ome
b1290	sapF	well-annotated
b1291	sapD	well-annotated
b1292	sapC	well-annotated
b1293	sapB	well-annotated
b1294	sapA	y-ome
b1295	ymjA	y-ome
b1296	puuP	well-annotated
b1297	puuA	well-annotated
b1298	puuD	well-annotated
b1299	puuR	well-annotated
b1300	puuC	well-annotated
b1301	puuB	well-annotated
b1302	puuE	well-annotated
b1303	pspF	well-annotated
b1304	pspA	well-annotated
b1305	pspB	well-annotated
b1306	pspC	well-annotated
b1307	pspD	y-ome
b1308	pspE	well-annotated
b1309	ycjM	y-ome
b1310	ycjN	y-ome
b1311	ycjO	y-ome
b1312	ycjP	y-ome
b1313	ycjQ	y-ome
b1314	ycjR	y-ome
b1315	ycjS	y-ome
b1316	ycjT	y-ome
b1317	ycjU	well-annotated
b1318	ycjV	excluded
b1319	ompG	well-annotated
b1320	ycjW	y-ome
b1321	ycjX	y-ome
b1322	ycjF	y-ome
b1323	tyrR	well-annotated
b1324	tpx	well-annotated
b1325	ycjG	well-annotated
b1326	mpaA	well-annotated
b1327	ycjY	y-ome
b1328	pgrR	well-annotated
b1329	mppA	well-annotated
b1330	ynaI	well-annotated
b1331	insH-4, insH6, insH4, insH1	well-annotated
b1332	ynaJ	y-ome
b1333	uspE	y-ome
b1334	fnr	well-annotated
b1335	ogt	well-annotated
b1336	abgT	well-annotated
b1337	abgB	well-annotated
b1338	abgA	well-annotated
b1339	abgR	y-ome
b1340	smrA	y-ome
b1341	dgcM, ydaM	well-annotated
b1342	ydaN, zntB	well-annotated
b1343	dbpA	well-annotated
b1344	ttcA	well-annotated
b1345	intR	y-ome
b1346	xisR, ydaQ	y-ome
b1347	ydaC, rcbA	y-ome
b1348	ralR	well-annotated
b1349	recT	well-annotated
b1350	recE	well-annotated
b1351	racC	y-ome
b1352	kilR	well-annotated
b1353	sieB	y-ome
b1354		excluded
b1355	ydaG	y-ome
b1356	racR	y-ome
b1357	ydaS	y-ome
b1358	ydaT	y-ome
b1359	ydaU	y-ome
b1360	ydaV	y-ome
b1361	ydaW, ydaW'	excluded
b1362	rzpR, rzpR'	excluded
b1363	trkG	well-annotated
b1364		excluded
b1365	ynaK	y-ome
b1366	ydaY, ydaY'	excluded
b1367		excluded
b1368	ynaA, tmpR', tmpR	excluded
b1369	lomR_1	excluded
b1370	insH-5, insH25, insH5, insH1	well-annotated
b1371	lomR_2	excluded
b1372	stfR	y-ome
b1373	tfaR	y-ome
b1374	pinR	y-ome
b1375	ynaE	y-ome
b1376	uspF	y-ome
b1377	ompN	well-annotated
b1378	ydbK, pfo	well-annotated
b1379	hslJ	y-ome
b1380	ldhA	well-annotated
b1381	ydbH	y-ome
b1382	ynbE	y-ome
b1383	ydbL	y-ome
b1384	feaR	well-annotated
b1385	feaB	well-annotated
b1386	tynA	well-annotated
b1387	paaZ	well-annotated
b1388	paaA	well-annotated
b1389	paaB	y-ome
b1390	paaC	well-annotated
b1391	paaD	y-ome
b1392	paaE	well-annotated
b1393	paaF	well-annotated
b1394	paaG	well-annotated
b1395	paaH	well-annotated
b1396	paaI	well-annotated
b1397	paaJ	well-annotated
b1398	paaK	well-annotated
b1399	paaX	well-annotated
b1400	paaY	well-annotated
b1401	ydbA_1	excluded
b1402	insD-2, insD4, insD2, insD1	well-annotated
b1403	insC-2, insC4, insC2, insC1	well-annotated
b1404	insI-2, insI3, insI1	well-annotated
b1405	ydbA_2	excluded
b1406	pdxI, ydbC	well-annotated
b1407	ydbD	y-ome
b1408	ynbA	y-ome
b1409	ynbB	y-ome
b1410	ynbC	y-ome
b1411	ynbD	y-ome
b1412	azoR	well-annotated
b1413	hrpA	well-annotated
b1414	ydcF	y-ome
b1415	aldA	well-annotated
b1416	gapC_2	excluded
b1417	gapC_1	excluded
b1418	cybB	well-annotated
b1419	ydcA	y-ome
b1420	mokB	y-ome
b1421	trg	well-annotated
b1422	ydcI	well-annotated
b1423	ydcJ	y-ome
b1424	opgD, mdoD	well-annotated
b1425		excluded
b1426	ydcH	y-ome
b1427	rimL	well-annotated
b1428	ydcK	y-ome
b1429	tehA	well-annotated
b1430	tehB	well-annotated
b1431	ydcL	y-ome
b1432	insQ	well-annotated
b1433	ydcO	y-ome
b1434	sutR, ydcN	well-annotated
b1435	ydcP	y-ome
b1436	yncJ	y-ome
b1437		excluded
b1438	hicB	well-annotated
b1439	ydcR	y-ome
b1440	ydcS	well-annotated
b1441	ydcT	y-ome
b1442	ydcU	y-ome
b1443	ydcV	y-ome
b1444	patD, prr	well-annotated
b1445	ortT, ydcX	well-annotated
b1446	ydcY	y-ome
b1447	ydcZ	y-ome
b1448	mnaT	well-annotated
b1449	curA	well-annotated
b1450	mcbR	well-annotated
b1451	yncD	y-ome
b1452	yncE	y-ome
b1453	ansP	y-ome
b1454	yncG	y-ome
b1455	yncH	y-ome
b1456	rhsE, rhsE'	excluded
b1457	ydcD	y-ome
b1458	yncI	y-ome
b1459	yncM, yncI', yncI	excluded
b1460	ydcC	y-ome
b1461	pptA	well-annotated
b1462	yddH	y-ome
b1463	nhoA	well-annotated
b1464	yddE	y-ome
b1465	narV	well-annotated
b1466	narW	y-ome
b1467	narY	well-annotated
b1468	narZ	well-annotated
b1469	narU	well-annotated
b1470	yddJ	y-ome
b1471	yddK, yddK'	excluded
b1472	yddL, yddL'	excluded
b1473	yddG	well-annotated
b1474	fdnG	well-annotated
b1475	fdnH	well-annotated
b1476	fdnI	well-annotated
b1477	yddM	y-ome
b1478	adhP	well-annotated
b1479	maeA	well-annotated
b1480	sra	well-annotated
b1481	bdm	y-ome
b1482	osmC	well-annotated
b1483	ddpF	y-ome
b1484	ddpD	y-ome
b1485	ddpC	y-ome
b1486	ddpB	y-ome
b1487	ddpA	y-ome
b1488	ddpX	well-annotated
b1489	dosP	well-annotated
b1490	dosC	well-annotated
b1491	yddW	y-ome
b1492	gadC	well-annotated
b1493	gadB	well-annotated
b1494	pqqL	y-ome
b1495	yddB	y-ome
b1496	yddA	y-ome
b1497	ydeM	y-ome
b1498	ydeN	y-ome
b1499	ydeO	well-annotated
b1500	safA	well-annotated
b1501	ydeP	y-ome
b1502	ydeQ	y-ome
b1503	ydeR	y-ome
b1504	ydeS	y-ome
b1505	ydeT, ydeT'	excluded
b1506	yneL, yneL'	excluded
b1507	hipA	well-annotated
b1508	hipB	well-annotated
b1509	ydeU	y-ome
b1510	ydeK	y-ome
b1511	lsrK	well-annotated
b1512	lsrR	well-annotated
b1513	lsrA	well-annotated
b1514	lsrC	well-annotated
b1515	lsrD	well-annotated
b1516	lsrB	well-annotated
b1517	lsrF	well-annotated
b1518	lsrG	well-annotated
b1519	tam	well-annotated
b1520	yneE	y-ome
b1521	uxaB	well-annotated
b1522	dgcF, yneF	y-ome
b1523	yneG	y-ome
b1524	glsB, glsA2	well-annotated
b1525	sad	well-annotated
b1526	yneJ	y-ome
b1527	yneK	y-ome
b1528	ydeA, sotB	well-annotated
b1529	marC	y-ome
b1530	marR	well-annotated
b1531	marA	well-annotated
b1532	marB	y-ome
b1533	eamA	well-annotated
b1534	ydeE	y-ome
b1535	dgcZ, ydeH	well-annotated
b1536	ydeI	y-ome
b1537	ydeJ	y-ome
b1538	dcp	well-annotated
b1539	ydfG	well-annotated
b1540	ydfH, rspR	well-annotated
b1541	ydfZ	y-ome
b1542	ydfI	y-ome
b1543	ydfJ	well-annotated
b1544	ydfK	y-ome
b1545	pinQ	y-ome
b1546	tfaQ	y-ome
b1547	ydfN, stfQ	y-ome
b1548	nohA, nohQ', nohQ	excluded
b1549	ydfO	y-ome
b1550	gnsB	y-ome
b1551	ynfN	y-ome
b1552	cspI	y-ome
b1553	rzpQ	y-ome
b1554	rrrQ	y-ome
b1555	ydfR	y-ome
b1556	essQ	y-ome
b1557	cspB	well-annotated
b1558	cspF	y-ome
b1559	ydfT, quuQ	y-ome
b1560	ydfU	y-ome
b1561	rem	y-ome
b1562	hokD	well-annotated
b1563	relE	well-annotated
b1564	relB	well-annotated
b1565	ydfV	y-ome
b1566	flxA	y-ome
b1567	ydfW, intK', intK	excluded
b1568	ydfX, ydfX'	excluded
b1569	dicC	y-ome
b1570	dicA	well-annotated
b1571	ydfA	y-ome
b1572	ydfB	y-ome
b1573	ydfC	excluded
b1574	dicF	well-annotated
b1575	dicB	y-ome
b1576	ydfD	y-ome
b1577	ydfE, ydfE'	excluded
b1578	insD-7, insD5', insD8, insD1	well-annotated
b1579	intQ, intQ'	excluded
b1580	rspB	y-ome
b1581	rspA	y-ome
b1582	ynfA	y-ome
b1583	ynfB	y-ome
b1584	speG	well-annotated
b1585	ynfC	y-ome
b1586	ynfD	y-ome
b1587	ynfE	y-ome
b1588	ynfF	y-ome
b1589	ynfG	y-ome
b1590	ynfH	well-annotated
b1591	dmsD	well-annotated
b1592	clcB	y-ome
b1593	ynfK, bioD2	y-ome
b1594	mlc	well-annotated
b1595	ynfL	y-ome
b1596	ynfM	y-ome
b1597	asr	well-annotated
b1598	ydgD	y-ome
b1599	mdtI	well-annotated
b1600	mdtJ	well-annotated
b1601	tqsA	well-annotated
b1602	pntB	well-annotated
b1603	pntA	well-annotated
b1604	ydgH	y-ome
b1605	ydgI	y-ome
b1606	folM	well-annotated
b1607	ydgC	y-ome
b1608	rstA	well-annotated
b1609	rstB	well-annotated
b1610	tus	well-annotated
b1611	fumC	well-annotated
b1612	fumA	well-annotated
b1613	manA	well-annotated
b1614	ydgA	y-ome
b1615	uidC	y-ome
b1616	uidB	well-annotated
b1617	uidA	well-annotated
b1618	uidR	well-annotated
b1619	hdhA	well-annotated
b1620	malI	well-annotated
b1621	malX	well-annotated
b1622	malY	well-annotated
b1623	add	well-annotated
b1624	ydgJ	y-ome
b1625	cnu	well-annotated
b1626	ydgK	y-ome
b1627	rsxA	well-annotated
b1628	rsxB	y-ome
b1629	rsxC	y-ome
b1630	rsxD	y-ome
b1631	rsxG	y-ome
b1632	rsxE	well-annotated
b1633	nth	well-annotated
b1634	dtpA	well-annotated
b1635	gstA	well-annotated
b1636	pdxY	well-annotated
b1637	tyrS	well-annotated
b1638	pdxH	well-annotated
b1639	mliC	well-annotated
b1640	anmK	well-annotated
b1641	slyB	well-annotated
b1642	slyA	well-annotated
b1643	ydhI	y-ome
b1644	ydhJ	y-ome
b1645	ydhK	y-ome
b1646	sodC	well-annotated
b1647	ydhF	y-ome
b1648	ydhL	y-ome
b1649	nemR	well-annotated
b1650	nemA	well-annotated
b1651	gloA	well-annotated
b1652	rnt	well-annotated
b1653	lhr	y-ome
b1654	grxD	well-annotated
b1655	mepH	well-annotated
b1656	sodB	well-annotated
b1657	ydhP	y-ome
b1658	purR	well-annotated
b1659	ydhB	y-ome
b1660	ydhC	y-ome
b1661	cfa	well-annotated
b1662	ribC	well-annotated
b1663	mdtK	well-annotated
b1664	ydhQ	y-ome
b1665	valV	well-annotated
b1666	valW	well-annotated
b1667	ydhR	y-ome
b1668	ydhS	y-ome
b1669	ydhT	y-ome
b1670	ydhU	y-ome
b1671	ydhX	y-ome
b1672	ydhW	y-ome
b1673	ydhV	y-ome
b1674	ydhY	y-ome
b1675	fumD, ydhZ	well-annotated
b1676	pykF	well-annotated
b1677	lpp	well-annotated
b1678	ldtE, ynhG	well-annotated
b1679	sufE	well-annotated
b1680	sufS	well-annotated
b1681	sufD	well-annotated
b1682	sufC	well-annotated
b1683	sufB	well-annotated
b1684	sufA	well-annotated
b1685	ydiH	y-ome
b1686	menI	well-annotated
b1687	ydiJ	y-ome
b1688	ydiK	y-ome
b1689	ydiL	y-ome
b1690	ydiM	y-ome
b1691	ydiN	y-ome
b1692	ydiB	well-annotated
b1693	aroD	well-annotated
b1694	ydiF	y-ome
b1695	ydiO	well-annotated
b1696	ydiP	y-ome
b1697	ydiQ	y-ome
b1698	ydiR	y-ome
b1699	ydiS	y-ome
b1700	ydiT	y-ome
b1701	fadK	well-annotated
b1702	ppsA	well-annotated
b1703	ppsR	well-annotated
b1704	aroH	well-annotated
b1705	ydiE	y-ome
b1706	ydiU	y-ome
b1707	ydiV, rflP	well-annotated
b1708	nlpC	y-ome
b1709	btuD	well-annotated
b1710	btuE	well-annotated
b1711	btuC	well-annotated
b1712	ihfA	well-annotated
b1713	pheT	well-annotated
b1714	pheS	well-annotated
b1715	pheM	y-ome
b1716	rplT	well-annotated
b1717	rpmI	well-annotated
b1718	infC	well-annotated
b1719	thrS	well-annotated
b1720	arpB_1	excluded
b1721	arpB_2	excluded
b1722	ydiY	y-ome
b1723	pfkB	well-annotated
b1724	ydiZ	y-ome
b1725	yniA	y-ome
b1726	yniB	y-ome
b1727	hxpB, yniC	well-annotated
b1728	ydjM	y-ome
b1729	tcyP, ydjN	well-annotated
b1730	ydjO	y-ome
b1731	cedA	well-annotated
b1732	katE	well-annotated
b1733	chbG	well-annotated
b1734	chbF	well-annotated
b1735	chbR	well-annotated
b1736	chbA	well-annotated
b1737	chbC	well-annotated
b1738	chbB	well-annotated
b1739	osmE	y-ome
b1740	nadE	well-annotated
b1741	cho	well-annotated
b1742	ves	y-ome
b1743	spy	well-annotated
b1744	astE	well-annotated
b1745	astB	well-annotated
b1746	astD	well-annotated
b1747	astA	well-annotated
b1748	astC	well-annotated
b1749	xthA	well-annotated
b1750	ydjX	y-ome
b1751	ydjY	y-ome
b1752	ydjZ	y-ome
b1753	ynjA	y-ome
b1754	ynjB	y-ome
b1755	ynjC	y-ome
b1756	ynjD	y-ome
b1757	ynjE	well-annotated
b1758	ynjF	y-ome
b1759	nudG	well-annotated
b1760	ynjH	y-ome
b1761	gdhA	well-annotated
b1762	ynjI	y-ome
b1763	topB	well-annotated
b1764	selD	well-annotated
b1765	ydjA	y-ome
b1766	sppA	well-annotated
b1767	ansA	well-annotated
b1768	pncA	well-annotated
b1769	ydjE	y-ome
b1770	ydjF	y-ome
b1771	ydjG	well-annotated
b1772	ydjH	y-ome
b1773	ydjI	y-ome
b1774	ydjJ	y-ome
b1775	ydjK	y-ome
b1776	ydjL	y-ome
b1777	yeaC	y-ome
b1778	msrB	well-annotated
b1779	gapA	well-annotated
b1780	yeaD	y-ome
b1781	yeaE	well-annotated
b1782	mipA	well-annotated
b1783	yeaG	well-annotated
b1784	yeaH	y-ome
b1785	cdgI, yeaI	y-ome
b1786	dgcJ, yeaJ	y-ome
b1787	yeaK	well-annotated
b1788	yoaI	y-ome
b1789	yeaL	y-ome
b1790	nimR, yeaM	well-annotated
b1791	nimT, yeaN	well-annotated
b1792	yeaO	y-ome
b1793	yoaF	y-ome
b1794	dgcP, yeaP	well-annotated
b1795	yeaQ	y-ome
b1796	yoaG	y-ome
b1797	yeaR	y-ome
b1798	leuE	well-annotated
b1799	dmlR	well-annotated
b1800	dmlA	well-annotated
b1801	yeaV	y-ome
b1802	yeaW	well-annotated
b1803	yeaX	well-annotated
b1804	rnd	well-annotated
b1805	fadD	well-annotated
b1806	yeaY	y-ome
b1807	tsaB	well-annotated
b1808	yoaA	y-ome
b1809	yoaB	y-ome
b1810	yoaC	y-ome
b1811	yoaH	y-ome
b1812	pabB	well-annotated
b1813	nudL	well-annotated
b1814	sdaA	well-annotated
b1815	pdeD, yoaD, adrB	y-ome
b1816	yoaE	y-ome
b1817	manX	well-annotated
b1818	manY	well-annotated
b1819	manZ	well-annotated
b1820	yobD	y-ome
b1821	mntP	well-annotated
b1822	rlmA	well-annotated
b1823	cspC	well-annotated
b1824	yobF	y-ome
b1825	yebO	y-ome
b1826	mgrB	well-annotated
b1827	kdgR	well-annotated
b1828	yebQ	y-ome
b1829	htpX	well-annotated
b1830	prc	well-annotated
b1831	proQ	well-annotated
b1832	msrC	well-annotated
b1833	yebS	y-ome
b1834	yebT	y-ome
b1835	rsmF	well-annotated
b1836	yebV	y-ome
b1837	yebW	y-ome
b1838	pphA	well-annotated
b1839	yebY	y-ome
b1840	yebZ	y-ome
b1841	yobA	y-ome
b1842	holE	well-annotated
b1843	yobB	y-ome
b1844	exoX	well-annotated
b1845	ptrB	well-annotated
b1846	yebE	y-ome
b1847	yebF	y-ome
b1848	yebG	y-ome
b1849	purT	well-annotated
b1850	eda	well-annotated
b1851	edd	well-annotated
b1852	zwf	well-annotated
b1853	yebK, hexR	well-annotated
b1854	pykA	well-annotated
b1855	lpxM	well-annotated
b1856	mepM	well-annotated
b1857	znuA	well-annotated
b1858	znuC	well-annotated
b1859	znuB	well-annotated
b1860	ruvB	well-annotated
b1861	ruvA	well-annotated
b1862	yebB	y-ome
b1863	ruvC	well-annotated
b1864	yebC	y-ome
b1865	nudB	well-annotated
b1866	aspS	well-annotated
b1867	yecD	y-ome
b1868	yecE	y-ome
b1869	yecN	y-ome
b1870	cmoA	well-annotated
b1871	cmoB	well-annotated
b1872	torZ	well-annotated
b1873	torY	well-annotated
b1874	cutC	y-ome
b1875	yecM	y-ome
b1876	argS	well-annotated
b1877	yecT	y-ome
b1878	flhE	y-ome
b1879	flhA	well-annotated
b1880	flhB	well-annotated
b1881	cheZ	well-annotated
b1882	cheY	well-annotated
b1883	cheB	well-annotated
b1884	cheR	well-annotated
b1885	tap	well-annotated
b1886	tar	well-annotated
b1887	cheW	well-annotated
b1888	cheA	well-annotated
b1889	motB	well-annotated
b1890	motA	well-annotated
b1891	flhC	well-annotated
b1892	flhD	well-annotated
b1893	insB-5, insB8, insB5, insB1	well-annotated
b1894	insA-5, insA8, insA5, insA	well-annotated
b1895	uspC	well-annotated
b1896	otsA	well-annotated
b1897	otsB	well-annotated
b1900	araG	well-annotated
b1901	araF	well-annotated
b1902	ftnB	y-ome
b1903		excluded
b1904	yecR	y-ome
b1905	ftnA	well-annotated
b1906	yecH	y-ome
b1907	tyrP	well-annotated
b1908	yecA	y-ome
b1909	leuZ	well-annotated
b1910	cysT	well-annotated
b1911	glyW	well-annotated
b1912	pgsA	well-annotated
b1913	uvrC	well-annotated
b1914	uvrY	well-annotated
b1915	yecF	y-ome
b1916	sdiA	well-annotated
b1917	tcyN, yecC	well-annotated
b1918	tcyL, yecS	well-annotated
b1919	dcyD	well-annotated
b1920	tcyJ, fliY	well-annotated
b1921	fliZ	well-annotated
b1922	fliA	well-annotated
b1923	fliC	well-annotated
b1924	fliD	well-annotated
b1925	fliS	y-ome
b1926	fliT	y-ome
b1927	amyA	well-annotated
b1928	yedD	y-ome
b1929	yedE	y-ome
b1930	yedF	y-ome
b1931	yedK	y-ome
b1932	yedL	y-ome
b1933	yedN_3	excluded
b1934	yedN_2	excluded
b1935	yedM	excluded
b1936	intG, intG'	excluded
b1937	fliE	well-annotated
b1938	fliF	well-annotated
b1939	fliG	well-annotated
b1940	fliH	well-annotated
b1941	fliI	well-annotated
b1942	fliJ	well-annotated
b1943	fliK	y-ome
b1944	fliL	well-annotated
b1945	fliM	well-annotated
b1946	fliN	well-annotated
b1947	fliO	well-annotated
b1948	fliP	well-annotated
b1949	fliQ	well-annotated
b1950	fliR	well-annotated
b1951	rcsA	well-annotated
b1952	dsrB	y-ome
b1953	yodD	y-ome
b1954	dsrA	well-annotated
b1955	yedP	y-ome
