GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	P08622	dnaJ	enables	GO:0008270	zinc ion binding	ECO:0000315	IMP	PMID:12941935		83333	EcoliWiki		F
UniProtKB	P08622	dnaJ	enables	GO:0008270	zinc ion binding	ECO:0000314	IDA	PMID:8662861		83333	EcoliWiki		F
UniProtKB	P08622	dnaJ	enables	GO:0015035	protein disulfide oxidoreductase activity	ECO:0000314	IDA	PMID:11732919		83333	EcoCyc		F
UniProtKB	P08622	dnaJ	enables	GO:0016989	sigma factor antagonist activity	ECO:0000314	IDA	PMID:8599944		83333	EcoCyc		F
UniProtKB	P08622	dnaJ	enables	GO:0051082	unfolded protein binding	ECO:0000314	IDA	PMID:7559385		83333	EcoliWiki		F
UniProtKB	P08622	dnaJ	enables	GO:0051082	unfolded protein binding	ECO:0000314	IDA	PMID:9103205		83333	CAFA		F
UniProtKB	P08622	dnaJ	enables	GO:0051087	chaperone binding	ECO:0000353	IPI	PMID:9103205	UniProtKB:P0A6Y8	83333	CAFA		F
UniProtKB	P08660	lysC	enables	GO:0004072	aspartate kinase activity	ECO:0000314	IDA	PMID:14623187		83333	EcoCyc		F
UniProtKB	P08660	lysC	enables	GO:0004072	aspartate kinase activity	ECO:0000314	IDA	PMID:6249791		83333	EcoCyc		F
UniProtKB	P08839	ptsI	enables	GO:0000287	magnesium ion binding	ECO:0000314	IDA	PMID:17053069		83333	EcoCyc		F
UniProtKB	P08839	ptsI	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17051159	UniProtKB:P0AA04	83333	IntAct		F
UniProtKB	P08839	ptsI	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:20080627	UniProtKB:P0AA04	83333	IntAct		F
UniProtKB	P08839	ptsI	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:20924357	UniProtKB:P11989	83333	IntAct		F
UniProtKB	P08839	ptsI	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:22673508	UniProtKB:P0AA04	83333	IntAct		F
UniProtKB	P08839	ptsI	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:9109646	UniProtKB:P0AA04	83333	IntAct		F
UniProtKB	P08839	ptsI	enables	GO:0008965	phosphoenolpyruvate-protein phosphotransferase activity	ECO:0000314	IDA	PMID:6986909		83333	EcoCyc		F
UniProtKB	P08839	ptsI	enables	GO:0008965	phosphoenolpyruvate-protein phosphotransferase activity	ECO:0000314	IDA	PMID:6992959		83333	EcoCyc		F
UniProtKB	P08839	ptsI	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:16858726	UniProtKB:P08839	83333	IntAct		F
UniProtKB	P08839	ptsI	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:17053069	UniProtKB:P08839	83333	IntAct		F
UniProtKB	P08839	ptsI	enables	GO:0046872	metal ion binding	ECO:0000314	IDA	PMID:7049236		83333	EcoCyc		F
UniProtKB	P08957	hsdM	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P12295	83333	IntAct		F
UniProtKB	P08957	hsdM	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19402753	UniProtKB:P12295	83333	IntAct		F
UniProtKB	P08957	hsdM	enables	GO:0008170	N-methyltransferase activity	ECO:0000315	IMP	PMID:8070417		83333	EcoliWiki		F
UniProtKB	P08997	aceB	enables	GO:0004474	malate synthase activity	ECO:0000314	IDA	PMID:18714089		83333	EcoCyc		F
UniProtKB	P08997	aceB	enables	GO:0004474	malate synthase activity	ECO:0000314	IDA	PMID:4874804		83333	EcoliWiki		F
UniProtKB	P09029	purK	enables	GO:0004638	phosphoribosylaminoimidazole carboxylase activity	ECO:0000314	IDA	PMID:8117684		83333	EcoliWiki		F
UniProtKB	P09029	purK	enables	GO:0005524	ATP binding	ECO:0000314	IDA	PMID:19053251		83333	EcoCyc		F
UniProtKB	P09029	purK	enables	GO:0005524	ATP binding	ECO:0000314	IDA	PMID:8117684		83333	EcoCyc		F
UniProtKB	P09029	purK	enables	GO:0034028	5-(carboxyamino)imidazole ribonucleotide synthase activity	ECO:0000314	IDA	PMID:8117684		83333	EcoCyc		F
UniProtKB	P09030	xthA	enables	GO:0004527	exonuclease activity	ECO:0000314	IDA	PMID:2429316		83333	EcoCyc		F
UniProtKB	P09030	xthA	enables	GO:0008853	exodeoxyribonuclease III activity	ECO:0000314	IDA	PMID:342234		83333	EcoCyc		F
UniProtKB	P09053	avtA	enables	GO:0009042	valine-pyruvate transaminase activity	ECO:0000314	IDA	PMID:4616947		83333	EcoCyc		F
UniProtKB	P09099	xylB	enables	GO:0004856	xylulokinase activity	ECO:0000314	IDA	PMID:17123542		83333	EcoCyc		F
UniProtKB	P09126	hemD	enables	GO:0004852	uroporphyrinogen-III synthase activity	ECO:0000314	IDA	PMID:2557837		83333	EcoCyc		F
UniProtKB	P09147	galE	enables	GO:0003978	UDP-glucose 4-epimerase activity	ECO:0000314	IDA	PMID:14235524		83333	EcoCyc		F
UniProtKB	P09147	galE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P39409	83333	IntAct		F
UniProtKB	P09147	galE	enables	GO:0016857	racemase and epimerase activity, acting on carbohydrates and derivatives	ECO:0000314	IDA	PMID:1821806		83333	EcoliWiki		F
UniProtKB	P09147	galE	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:16858726	UniProtKB:P09147	83333	IntAct	occurs_in(GO:0005737)	F
UniProtKB	P09147	galE	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P09147	83333	IntAct	occurs_in(GO:0005737)	F
UniProtKB	P09147	galE	enables	GO:0070403	NAD+ binding	ECO:0000314	IDA	PMID:14235524		83333	EcoCyc		F
UniProtKB	P09147	galE	enables	GO:0070403	NAD+ binding	ECO:0000314	IDA	PMID:8652544		83333	EcoCyc		F
UniProtKB	P09148	galT	enables	GO:0004335	galactokinase activity	ECO:0000315	IMP	PMID:18263746		83333	CACAO		F
UniProtKB	P09148	galT	enables	GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity	ECO:0000314	IDA	PMID:5338129		83333	EcoCyc		F
UniProtKB	P09148	galT	enables	GO:0008198	ferrous iron binding	ECO:0000314	IDA	PMID:7727423		83333	EcoCyc		F
UniProtKB	P09148	galT	enables	GO:0008270	zinc ion binding	ECO:0000314	IDA	PMID:7727423		83333	EcoCyc		F
UniProtKB	P09151	leuA	enables	GO:0003852	2-isopropylmalate synthase activity	ECO:0000315	IMP	PMID:4570778		83333	EcoCyc		F
UniProtKB	P09151	leuA	enables	GO:0003985	acetyl-CoA C-acetyltransferase activity	ECO:0000314	IDA	PMID:14017963		83333	EcoCyc		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15122898	UniProtKB:P11349	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15670166	UniProtKB:P11349	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0AF26	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P11349	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P19317	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P19318	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16286471	UniProtKB:P0AF26	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16286471	UniProtKB:P11349	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16858726	UniProtKB:P11349	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19151138	UniProtKB:P0AF26	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19151138	UniProtKB:P19317	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19402753	UniProtKB:P19317	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:20236317	UniProtKB:P0AF26	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:20974141	UniProtKB:P0AF26	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:21518899	UniProtKB:P11349	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0AF26	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P11349	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P19317	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P19318	83333	IntAct		F
UniProtKB	P09152	narG	enables	GO:0008940	nitrate reductase activity	ECO:0000314	IDA	PMID:4151408		83333	EcoCyc		F
UniProtKB	P09152	narG	enables	GO:0008940	nitrate reductase activity	ECO:0000315	IMP	PMID:7047497		83333	EcoCyc		F
UniProtKB	P09152	narG	enables	GO:0009055	electron transfer activity	ECO:0000314	IDA	PMID:12910261		83333	EcoCyc		F
UniProtKB	P09152	narG	enables	GO:0009055	electron transfer activity	ECO:0000314	IDA	PMID:15122898		83333	EcoCyc		F
UniProtKB	P09152	narG	enables	GO:0043546	molybdopterin cofactor binding	ECO:0000314	IDA	PMID:12910261		83333	EcoCyc		F
UniProtKB	P09152	narG	enables	GO:0051539	4 iron, 4 sulfur cluster binding	ECO:0000314	IDA	PMID:12910261		83333	EcoCyc		F
UniProtKB	P09153	tfaE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0AFB5	83333	IntAct		F
UniProtKB	P09155	rnd	enables	GO:0000175	3'-5'-exoribonuclease activity	ECO:0000314	IDA	PMID:7509797		83333	EcoCyc		F
UniProtKB	P09155	rnd	enables	GO:0033890	ribonuclease D activity	ECO:0000314	IDA	PMID:6263886		83333	EcoCyc		F
UniProtKB	P09158	speE	enables	GO:0004766	spermidine synthase activity	ECO:0000314	IDA	PMID:23001854		83333	EcoCyc		F
UniProtKB	P09158	speE	enables	GO:0004766	spermidine synthase activity	ECO:0000314	IDA	PMID:3526348		83333	EcoCyc		F
UniProtKB	P09158	speE	enables	GO:0004766	spermidine synthase activity	ECO:0000315	IMP	PMID:3526348		83333	EcoCyc		F
UniProtKB	P09158	speE	enables	GO:0010487	thermospermine synthase activity	ECO:0000314	IDA	PMID:4572733		83333	UniProt		F
UniProtKB	P09158	speE	enables	GO:0043918	cadaverine aminopropyltransferase activity	ECO:0000314	IDA	PMID:4572733		83333	UniProt		F
UniProtKB	P09169	ompT	enables	GO:0004175	endopeptidase activity	ECO:0000315	IMP	PMID:3277950		83333	EcoliWiki		F
UniProtKB	P09169	ompT	enables	GO:0004252	serine-type endopeptidase activity	ECO:0000315	IMP	PMID:10692590		83333	EcoliWiki		F
UniProtKB	P09184	vsr	enables	GO:0003677	DNA binding	ECO:0000314	IDA	PMID:10612397		83333	EcoCyc		F
UniProtKB	P09184	vsr	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:11585365	UniProtKB:P23367	83333	IntAct		F
UniProtKB	P09184	vsr	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19376855	UniProtKB:P23367	83333	IntAct		F
UniProtKB	P09184	vsr	enables	GO:0043765	T/G mismatch-specific endonuclease activity	ECO:0000314	IDA	PMID:1944537		83333	EcoCyc		F
UniProtKB	P09323	nagE	enables	GO:0090586	protein-phosphocysteine-N-acetylglucosamine phosphotransferase system transporter activity	ECO:0000314	IDA	PMID:3056518		83333	EcoCyc		F
UniProtKB	P09372	grpE	enables	GO:0000774	adenyl-nucleotide exchange factor activity	ECO:0000314	IDA	PMID:1826368		83333	EcoCyc		F
UniProtKB	P09372	grpE	enables	GO:0000774	adenyl-nucleotide exchange factor activity	ECO:0000314	IDA	PMID:8599944		83333	EcoCyc		F
UniProtKB	P09372	grpE	enables	GO:0000774	adenyl-nucleotide exchange factor activity	ECO:0000315	IMP	PMID:9103205		83333	CAFA		F
UniProtKB	P09372	grpE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A6F5	83333	IntAct		F
UniProtKB	P09372	grpE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A6Y8	83333	IntAct		F
UniProtKB	P09372	grpE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A769	83333	IntAct		F
UniProtKB	P09372	grpE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16606699	UniProtKB:P0A6Y8	83333	IntAct		F
UniProtKB	P09372	grpE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16858726	UniProtKB:P0A6Y8	83333	IntAct		F
UniProtKB	P09372	grpE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17976642	UniProtKB:P0A6Y8	83333	EcoCyc		F
UniProtKB	P09372	grpE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19402753	UniProtKB:P0A769	83333	IntAct		F
UniProtKB	P09372	grpE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0A6F5	83333	IntAct		F
UniProtKB	P09372	grpE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:2522091	UniProtKB:P0A6Y8	83333	EcoCyc		F
UniProtKB	P09372	grpE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:9103205	UniProtKB:P0A6Y8	83333	EcoCyc		F
UniProtKB	P09372	grpE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:9103205	UniProtKB:P0A6Y8	83333	IntAct		F
UniProtKB	P09372	grpE	enables	GO:0019904	protein domain specific binding	ECO:0000353	IPI	PMID:9103205	UniProtKB:P0A6Y8	83333	CAFA		F
UniProtKB	P09372	grpE	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:9103205		83333	CAFA		F
UniProtKB	P09373	pflB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A858	83333	IntAct		F
UniProtKB	P09373	pflB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P15082	83333	IntAct		F
UniProtKB	P09373	pflB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16606699	UniProtKB:P0A858	83333	IntAct		F
UniProtKB	P09373	pflB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0A858	83333	IntAct		F
UniProtKB	P09373	pflB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P15082	83333	IntAct		F
UniProtKB	P09373	pflB	enables	GO:0008861	formate C-acetyltransferase activity	ECO:0000314	IDA	PMID:4615902		83333	EcoCyc		F
UniProtKB	P09377	rhaS	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000315	IMP	PMID:15342598		83333	EcoCyc		F
UniProtKB	P09378	rhaR	enables	GO:0043565	sequence-specific DNA binding	ECO:0000314	IDA	PMID:16166533		83333	EcoCyc		F
UniProtKB	P09391	glpG	enables	GO:0004175	endopeptidase activity	ECO:0000315	IMP	PMID:24315097		83333	EcoCyc		F
UniProtKB	P09391	glpG	enables	GO:0004252	serine-type endopeptidase activity	ECO:0000314	IDA	PMID:12225666		83333	EcoCyc		F
UniProtKB	P09391	glpG	enables	GO:0004252	serine-type endopeptidase activity	ECO:0000314	IDA	PMID:15616571		83333	EcoCyc		F
UniProtKB	P09391	glpG	enables	GO:0004252	serine-type endopeptidase activity	ECO:0000314	IDA	PMID:16216077		83333	EcoCyc		F
UniProtKB	P09391	glpG	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:17051161	UniProtKB:P09391	83333	IntAct		F
UniProtKB	P09391	glpG	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:25009246	UniProtKB:P09391	83333	IntAct		F
UniProtKB	P09394	glpQ	enables	GO:0005509	calcium ion binding	ECO:0000314	IDA	PMID:2829735		83333	EcoCyc		F
UniProtKB	P09394	glpQ	enables	GO:0008889	glycerophosphodiester phosphodiesterase activity	ECO:0000314	IDA	PMID:2829735		83333	EcoCyc		F
UniProtKB	P09394	glpQ	enables	GO:0046872	metal ion binding	ECO:0000314	IDA	PMID:2829735		83333	EcoCyc		F
UniProtKB	P09424	mtlD	enables	GO:0008926	mannitol-1-phosphate 5-dehydrogenase activity	ECO:0000314	IDA	PMID:2111176		83333	EcoCyc		F
UniProtKB	P09424	mtlD	enables	GO:0008926	mannitol-1-phosphate 5-dehydrogenase activity	ECO:0000314	IDA	PMID:6384188		83333	EcoCyc		F
UniProtKB	P09546	putA	enables	GO:0000986	bacterial-type proximal promoter sequence-specific DNA binding	ECO:0000314	IDA	PMID:18586269		83333	EcoCyc		F
UniProtKB	P09546	putA	enables	GO:0001141	transcriptional repressor activity, bacterial-type RNA polymerase proximal promoter sequence-specific DNA binding	ECO:0000314	IDA	PMID:18586269		83333	EcoCyc		F
UniProtKB	P09546	putA	enables	GO:0003677	DNA binding	ECO:0000314	IDA	PMID:1618807		83333	EcoCyc		F
UniProtKB	P09546	putA	enables	GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	ECO:0000314	IDA	PMID:1618807		83333	EcoCyc		F
UniProtKB	P09546	putA	enables	GO:0004657	proline dehydrogenase activity	ECO:0000314	IDA	PMID:1618807		83333	EcoCyc		F
UniProtKB	P09546	putA	enables	GO:0004657	proline dehydrogenase activity	ECO:0000315	IMP	PMID:19140736		83333	CACAO		F
UniProtKB	P09546	putA	enables	GO:0004657	proline dehydrogenase activity	ECO:0000314	IDA	PMID:22040654		83333	CACAO		F
UniProtKB	P09546	putA	enables	GO:0004657	proline dehydrogenase activity	ECO:0000314	IDA	PMID:6321477		83333	UniProt		F
UniProtKB	P09546	putA	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:12009917	UniProtKB:P09546	83333	IntAct		F
UniProtKB	P09546	putA	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:12514740	UniProtKB:P09546	83333	IntAct		F
UniProtKB	P09546	putA	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:1618807	UniProtKB:P09546	83333	IntAct		F
UniProtKB	P09546	putA	enables	GO:0043565	sequence-specific DNA binding	ECO:0000314	IDA	PMID:15155740		83333	UniProt		F
UniProtKB	P09546	putA	enables	GO:0050660	flavin adenine dinucleotide binding	ECO:0000314	IDA	PMID:1618807		83333	EcoCyc		F
UniProtKB	P09549	dedD	enables	GO:0042834	peptidoglycan binding	ECO:0000314	IDA	PMID:19880599		83333	EcoCyc		F
UniProtKB	P09557	dicB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:12003935	UniProtKB:P18196	83333	EcoCyc		F
UniProtKB	P09557	dicB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:27466443	UniProtKB:P18196	83333	EcoCyc		F
UniProtKB	P09831	gltB	enables	GO:0004355	glutamate synthase (NADPH) activity	ECO:0000314	IDA	PMID:4565085		83333	EcoCyc		F
UniProtKB	P09831	gltB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P09832	83333	IntAct		F
UniProtKB	P09831	gltB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16606699	UniProtKB:P09832	83333	IntAct		F
UniProtKB	P09832	gltD	enables	GO:0004355	glutamate synthase (NADPH) activity	ECO:0000314	IDA	PMID:4565085		83333	EcoCyc		F
UniProtKB	P09832	gltD	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P09831	83333	IntAct		F
UniProtKB	P09832	gltD	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16606699	UniProtKB:P09831	83333	IntAct		F
UniProtKB	P09835	uhpB	enables	GO:0000155	phosphorelay sensor kinase activity	ECO:0000314	IDA	PMID:11739766		83333	EcoCyc		F
UniProtKB	P09835	uhpB	enables	GO:0004721	phosphoprotein phosphatase activity	ECO:0000314	IDA	PMID:11739766		83333	EcoCyc		F
UniProtKB	P09980	rep	enables	GO:0004003	ATP-dependent DNA helicase activity	ECO:0000314	IDA	PMID:383240		83333	EcoCyc		F
UniProtKB	P09980	rep	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19941825	UniProtKB:P0ACB0	83333	IntAct		F
UniProtKB	P09980	rep	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:21320186	UniProtKB:Q47155	83333	EcoCyc		F
UniProtKB	P0A698	uvrA	enables	GO:0003677	DNA binding	ECO:0000314	IDA	PMID:19208636		83333	EcoCyc		F
UniProtKB	P0A698	uvrA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:12145219	UniProtKB:P0A8F8	83333	IntAct		F
UniProtKB	P0A698	uvrA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19458048	UniProtKB:P0A8F8	83333	IntAct		F
UniProtKB	P0A698	uvrA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19516334	UniProtKB:P0A8F8	83333	IntAct		F
UniProtKB	P0A698	uvrA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19516334	UniProtKB:P0AFP2	83333	IntAct		F
UniProtKB	P0A698	uvrA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:22331906	UniProtKB:P30958	83333	IntAct		F
UniProtKB	P0A698	uvrA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0A8F8	83333	IntAct		F
UniProtKB	P0A698	uvrA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:2546148	UniProtKB:P0A8F8	83333	IntAct		F
UniProtKB	P0A698	uvrA	enables	GO:0016887	ATPase activity	ECO:0000314	IDA	PMID:19208636		83333	EcoCyc		F
UniProtKB	P0A698	uvrA	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:2546148	UniProtKB:P0A698	83333	IntAct		F
UniProtKB	P0A6A3	ackA	enables	GO:0008270	zinc ion binding	ECO:0000314	IDA	PMID:11985624		83333	EcoliWiki		F
UniProtKB	P0A6A3	ackA	enables	GO:0008776	acetate kinase activity	ECO:0000314	IDA	PMID:2536666		83333	EcoliWiki		F
UniProtKB	P0A6A6	leuC	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P30126	83333	IntAct		F
UniProtKB	P0A6A6	leuC	enables	GO:0016866	intramolecular transferase activity	ECO:0000314	IDA	PMID:4587614		83333	EcoCyc		F
UniProtKB	P0A6A8	acpP	enables	GO:0000035	acyl binding	ECO:0000315	IMP	PMID:12057197		83333	CAFA		F
UniProtKB	P0A6A8	acpP	enables	GO:0000035	acyl binding	ECO:0000314	IDA	PMID:15459190		83333	EcoliWiki		F
UniProtKB	P0A6A8	acpP	enables	GO:0000036	acyl carrier activity	ECO:0000314	IDA	PMID:15459190		83333	EcoliWiki		F
UniProtKB	P0A6A8	acpP	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A7A7	83333	IntAct		F
UniProtKB	P0A6A8	acpP	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A8Z3	83333	IntAct		F
UniProtKB	P0A6A8	acpP	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0AG24	83333	IntAct		F
UniProtKB	P0A6A8	acpP	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16294310	UniProtKB:O32591	83333	IntAct		F
UniProtKB	P0A6A8	acpP	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16294310	UniProtKB:P0A7A7	83333	IntAct		F
UniProtKB	P0A6A8	acpP	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16294310	UniProtKB:P0A8Z3	83333	IntAct		F
UniProtKB	P0A6A8	acpP	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16294310	UniProtKB:P0AG24	83333	IntAct		F
UniProtKB	P0A6A8	acpP	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:18996989	UniProtKB:P0AG24	83333	IntAct		F
UniProtKB	P0A6A8	acpP	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:23045647	UniProtKB:P13001	83333	IntAct		F
UniProtKB	P0A6A8	acpP	enables	GO:0008289	lipid binding	ECO:0000315	IMP	PMID:12057197		83333	CAFA		F
UniProtKB	P0A6A8	acpP	enables	GO:0031177	phosphopantetheine binding	ECO:0000315	IMP	PMID:16352845		83333	EcoliWiki		F
UniProtKB	P0A6B4	alr	enables	GO:0008784	alanine racemase activity	ECO:0000314	IDA	PMID:15796715		83333	EcoCyc		F
UniProtKB	P0A6B4	alr	enables	GO:0030170	pyridoxal phosphate binding	ECO:0000314	IDA	PMID:18434499		83333	EcoCyc		F
UniProtKB	P0A6B7	iscS	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:11972033	UniProtKB:P0ACD4	83333	IntAct		F
UniProtKB	P0A6B7	iscS	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A890	83333	IntAct		F
UniProtKB	P0A6B7	iscS	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0ACD4	83333	IntAct		F
UniProtKB	P0A6B7	iscS	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16310786	UniProtKB:P52197	83333	IntAct		F
UniProtKB	P0A6B7	iscS	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16387657	UniProtKB:P0A890	83333	IntAct		F
UniProtKB	P0A6B7	iscS	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16606699	UniProtKB:P0A890	83333	IntAct		F
UniProtKB	P0A6B7	iscS	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16606699	UniProtKB:P0A9R4	83333	IntAct		F
UniProtKB	P0A6B7	iscS	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16606699	UniProtKB:P0ACD4	83333	IntAct		F
UniProtKB	P0A6B7	iscS	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16698547	UniProtKB:Q1R8K8	83333	IntAct		F
UniProtKB	P0A6B7	iscS	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19305405	UniProtKB:P0A9R4	83333	IntAct		F
UniProtKB	P0A6B7	iscS	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19305405	UniProtKB:P0ACD4	83333	IntAct		F
UniProtKB	P0A6B7	iscS	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19305405	UniProtKB:P27838	83333	IntAct		F
UniProtKB	P0A6B7	iscS	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0A890	83333	IntAct		F
